epoch,datetime_utc,open,high,low,close
1753955298,2025-07-31 09:48:18,19176.84,19236.57,19149.23,19233.27
1753956000,2025-07-31 10:00:00,19232.46,19258.66,18977.98,19036.83
1753959600,2025-07-31 11:00:00,19033.46,19099.59,18820.1,18825.9
1753963200,2025-07-31 12:00:00,18829.25,19121.97,18792.24,19119.67
1753966800,2025-07-31 13:00:00,19117.92,19133.83,18853.38,18862.6
1753970400,2025-07-31 14:00:00,18861.92,18919.89,18669,18674.02
1753974000,2025-07-31 15:00:00,18675.07,18749.84,18497.08,18744.65
1753977600,2025-07-31 16:00:00,18738.2,18762.22,18538.32,18595.32
1753981200,2025-07-31 17:00:00,18590.73,18774.82,18567.9,18746.72
1753984800,2025-07-31 18:00:00,18747.82,18782.01,18448.99,18456.34
1753988400,2025-07-31 19:00:00,18456.31,18465.39,18100.42,18327.51
1753992000,2025-07-31 20:00:00,18332.72,18449.3,18224.58,18349.42
1753995600,2025-07-31 21:00:00,18349.06,18523.87,18331.77,18520.69
1753999200,2025-07-31 22:00:00,18520.22,18721.25,18362.11,18702.58
1754002800,2025-07-31 23:00:00,18702.07,18761.46,18605.93,18680.07
1754006400,2025-08-01 00:00:00,18682.48,18776.23,18512.9,18566.66
1754010000,2025-08-01 01:00:00,18565.53,18758.22,18535.75,18741.92
1754013600,2025-08-01 02:00:00,18746.43,19015.59,18730.69,18790.08
1754017200,2025-08-01 03:00:00,18787.61,18802.24,18516.02,18542.61
1754020800,2025-08-01 04:00:00,18546.61,18674.43,18472.84,18648.25
1754024400,2025-08-01 05:00:00,18650.93,18690.23,18430.4,18502.46
1754028000,2025-08-01 06:00:00,18503.81,18817.82,18475.3,18716.72
1754031600,2025-08-01 07:00:00,18713.73,18734.06,18511.37,18561.16
1754035200,2025-08-01 08:00:00,18557.68,18830.67,18522.72,18725.91
1754038800,2025-08-01 09:00:00,18725.38,18751.51,18501.42,18518.4
1754042400,2025-08-01 10:00:00,18516.3,18890.39,18484.17,18693.76
1754046000,2025-08-01 11:00:00,18692.7,18838.99,18634.45,18754.9
1754049600,2025-08-01 12:00:00,18763.73,18861.33,18708.11,18740.52
1754053200,2025-08-01 13:00:00,18739.06,18769.93,18315.4,18431.79
1754056800,2025-08-01 14:00:00,18428.71,18697.92,18344.22,18643.37
1754060400,2025-08-01 15:00:00,18643.84,18711.85,18590.3,18636.45
1754064000,2025-08-01 16:00:00,18638.07,18782.1,18476.96,18552.16
1754067600,2025-08-01 17:00:00,18555.41,18666.86,18381.41,18613.85
1754071200,2025-08-01 18:00:00,18608.32,18695.65,18527.72,18629.43
1754074800,2025-08-01 19:00:00,18630.93,18909.1,18555.91,18893.21
