epoch,datetime_utc,open,high,low,close
1753954995,2025-07-31 09:43:15,4406.473,4428.884,4400.747,4428.416
1753956000,2025-07-31 10:00:00,4428.397,4429.201,4398.35,4398.35
1753963200,2025-07-31 12:00:00,4398.348,4401.057,4370.245,4371.129
1753970400,2025-07-31 14:00:00,4371.119,4371.119,4332.819,4344.547
1753977600,2025-07-31 16:00:00,4344.544,4357.914,4317.683,4348.656
1753984800,2025-07-31 18:00:00,4348.649,4353.514,4325.925,4353.153
1753992000,2025-07-31 20:00:00,4353.146,4366.502,4346.707,4357.983
1753999200,2025-07-31 22:00:00,4357.972,4360.644,4330.15,4330.15
1754006400,2025-08-01 00:00:00,4330.143,4346.385,4315.403,4325.922
1754013600,2025-08-01 02:00:00,4325.921,4354.441,4323.872,4350.695
1754020800,2025-08-01 04:00:00,4350.685,4383.588,4348.376,4369.339
1754028000,2025-08-01 06:00:00,4369.33,4372.367,4354.59,4361.844
1754035200,2025-08-01 08:00:00,4361.843,4371.17,4349.505,4360.872
1754042400,2025-08-01 10:00:00,4360.87,4371.868,4350.879,4351.305
1754049600,2025-08-01 12:00:00,4351.304,4359.758,4323.227,4342.391
1754056800,2025-08-01 14:00:00,4342.377,4342.476,4319.741,4341.127
1754064000,2025-08-01 16:00:00,4341.125,4358.072,4338.164,4354.84
1754071200,2025-08-01 18:00:00,4354.832,4364.566,4333.107,4356.24
1754078400,2025-08-01 20:00:00,4356.235,4383.752,4344.816,4372.098
1754085600,2025-08-01 22:00:00,4372.085,4381.896,4361.846,4369.532
1754092800,2025-08-02 00:00:00,4369.527,4372.368,4334.504,4339.563
1754100000,2025-08-02 02:00:00,4339.55,4339.55,4321.078,4328.028
1754107200,2025-08-02 04:00:00,4328.025,4338.741,4309.958,4312.335
1754114400,2025-08-02 06:00:00,4312.309,4313.146,4273.773,4275.437
1754121600,2025-08-02 08:00:00,4275.435,4285.689,4256.336,4259.375
1754128800,2025-08-02 10:00:00,4259.368,4259.368,4236.626,4238.419
1754136000,2025-08-02 12:00:00,4238.411,4239.512,4217.756,4226.261
1754143200,2025-08-02 14:00:00,4226.255,4232.487,4200.412,4224.916
1754150400,2025-08-02 16:00:00,4224.914,4253.541,4221.547,4248.334
1754157600,2025-08-02 18:00:00,4248.326,4249.233,4234.83,4240.874
1754164800,2025-08-02 20:00:00,4240.872,4304.778,4235.271,4299.15
1754172000,2025-08-02 22:00:00,4299.147,4318.968,4290.478,4317.563
1754179200,2025-08-03 00:00:00,4317.557,4318.84,4304.721,4312.583
1754186400,2025-08-03 02:00:00,4312.565,4321.292,4284.714,4308.019
1754193600,2025-08-03 04:00:00,4308.001,4308.001,4282.364,4296.785
1754200800,2025-08-03 06:00:00,4296.77,4315.758,4292.329,4308.759
1754208000,2025-08-03 08:00:00,4308.753,4323.427,4297.407,4322.906
1754215200,2025-08-03 10:00:00,4322.903,4328.353,4299.641,4327.373
1754222400,2025-08-03 12:00:00,4327.368,4346.429,4314.339,4314.339
1754229600,2025-08-03 14:00:00,4314.338,4357.127,4304.426,4350.826
1754236800,2025-08-03 16:00:00,4350.808,4356.012,4318.341,4318.341
1754244000,2025-08-03 18:00:00,4318.328,4330.827,4308.329,4325.772
1754251200,2025-08-03 20:00:00,4325.761,4337.9,4316.202,4322.466
1754258400,2025-08-03 22:00:00,4322.462,4322.462,4285.861,4299.685
1754265600,2025-08-04 00:00:00,4299.677,4310.274,4288.483,4296.514
1754272800,2025-08-04 02:00:00,4296.501,4329.206,4288.862,4328.006
1754280000,2025-08-04 04:00:00,4328.004,4346.086,4300.172,4339.958
1754287200,2025-08-04 06:00:00,4339.956,4350.269,4327.686,4333.106
1754294400,2025-08-04 08:00:00,4333.102,4355.889,4331.767,4346.019
1754301600,2025-08-04 10:00:00,4345.999,4354.349,4332.2,4353.348
1754308800,2025-08-04 12:00:00,4353.342,4361.424,4332.181,4333.667
1754316000,2025-08-04 14:00:00,4333.654,4362.138,4327.448,4357.569
1754323200,2025-08-04 16:00:00,4357.566,4373.674,4335.448,4335.448
1754330400,2025-08-04 18:00:00,4335.435,4335.435,4322.566,4322.577
1754337600,2025-08-04 20:00:00,4322.574,4341.126,4321.797,4335.132
1754344800,2025-08-04 22:00:00,4335.12,4343.459,4326.94,4337.294
1754352000,2025-08-05 00:00:00,4337.288,4365.486,4335.118,4346.296
1754359200,2025-08-05 02:00:00,4346.28,4362.083,4332.573,4343.444
1754366400,2025-08-05 04:00:00,4343.439,4349.683,4327.501,4340.399
1754373600,2025-08-05 06:00:00,4340.375,4340.375,4320.325,4320.325
1754380800,2025-08-05 08:00:00,4320.31,4326.571,4303.785,4303.785
1754388000,2025-08-05 10:00:00,4303.785,4347.639,4300.149,4346.775
1754395200,2025-08-05 12:00:00,4346.762,4364.362,4333.455,4348.944
1754402400,2025-08-05 14:00:00,4352.195,4364.61,4347.751,4351.045
1754409600,2025-08-05 16:00:00,4351.038,4359.329,4329.529,4330.407
1754416800,2025-08-05 18:00:00,4330.401,4333.345,4309.747,4309.747
1754424000,2025-08-05 20:00:00,4309.736,4325.9,4304.121,4319.704
1754431200,2025-08-05 22:00:00,4319.7,4348.98,4319.376,4345.851
1754438400,2025-08-06 00:00:00,4345.848,4352.48,4324.084,4324.084
1754445600,2025-08-06 02:00:00,4324.081,4327.873,4307.044,4320.532
1754452800,2025-08-06 04:00:00,4320.531,4350.615,4316.471,4337.942
1754460000,2025-08-06 06:00:00,4337.936,4342.555,4324.596,4328.21
1754467200,2025-08-06 08:00:00,4328.201,4331.635,4314.594,4323.198
1754474400,2025-08-06 10:00:00,4323.189,4337.402,4313.154,4324.677
1754481600,2025-08-06 12:00:00,4324.666,4360.958,4322.477,4346.336
1754488800,2025-08-06 14:00:00,4346.322,4358.765,4328.407,4328.407
1754496000,2025-08-06 16:00:00,4328.395,4350.948,4316.889,4348.068
1754503200,2025-08-06 18:00:00,4348.062,4383.55,4345.462,4373.505
1754510400,2025-08-06 20:00:00,4373.497,4408.053,4372.732,4395.67
1754517600,2025-08-06 22:00:00,4395.668,4412.987,4387.548,4404.08
1754524800,2025-08-07 00:00:00,4404.069,4464.339,4403.863,4463.717
1754532000,2025-08-07 02:00:00,4463.705,4467.565,4447.316,4447.316
1754539200,2025-08-07 04:00:00,4447.31,4458.768,4425.124,4457.369
1754546400,2025-08-07 06:00:00,4457.358,4499.239,4448.267,4488.275
1754553600,2025-08-07 08:00:00,4488.269,4500.087,4477.53,4479.056
1754560800,2025-08-07 10:00:00,4479.049,4494.674,4464.485,4464.485
1754568000,2025-08-07 12:00:00,4464.48,4485.01,4461.091,4463.162
1754575200,2025-08-07 14:00:00,4463.158,4477.403,4456.441,4462.104
1754582400,2025-08-07 16:00:00,4462.092,4469.832,4448.441,4455.947
1754589600,2025-08-07 18:00:00,4455.937,4475.816,4436.894,4472.741
1754596800,2025-08-07 20:00:00,4472.727,4500.281,4453.657,4494.161
1754604000,2025-08-07 22:00:00,4494.149,4507.799,4487.467,4503.216
1754611200,2025-08-08 00:00:00,4503.21,4503.21,4466.386,4466.439
1754618400,2025-08-08 02:00:00,4466.423,4479.666,4445.909,4445.909
1754625600,2025-08-08 04:00:00,4445.904,4447.826,4403.064,4413.153
1754632800,2025-08-08 06:00:00,4413.142,4456.265,4406.925,4447.53
1754640000,2025-08-08 08:00:00,4447.521,4447.521,4418.163,4432.89
1754647200,2025-08-08 10:00:00,4432.873,4432.873,4401.638,4420.883
1754654400,2025-08-08 12:00:00,4420.868,4447.256,4419.116,4433.909
1754661600,2025-08-08 14:00:00,4433.896,4451.174,4425.08,4442.687
1754668800,2025-08-08 16:00:00,4442.676,4468.622,4435.854,4456.681
1754676000,2025-08-08 18:00:00,4456.673,4458.61,4419.79,4426.111
1754683200,2025-08-08 20:00:00,4426.103,4427.309,4395.082,4407.646
1754690400,2025-08-08 22:00:00,4407.644,4436.583,4406.351,4433.98
1754697600,2025-08-09 00:00:00,4433.98,4454.661,4418.934,4448.919
1754704800,2025-08-09 02:00:00,4448.916,4484.6,4441.703,4458.761
1754712000,2025-08-09 04:00:00,4458.758,4468.569,4451.468,4456.743
1754719200,2025-08-09 06:00:00,4456.74,4469.485,4448.359,4459.559
1754726400,2025-08-09 08:00:00,4459.545,4468.349,4430.873,4437.595
1754733600,2025-08-09 10:00:00,4437.594,4448.381,4405.67,4412.501
1754740800,2025-08-09 12:00:00,4412.494,4527.229,4411.852,4525.222
1754748000,2025-08-09 14:00:00,4525.217,4549.155,4509.479,4547.634
1754755200,2025-08-09 16:00:00,4547.625,4547.625,4514.916,4528.638
1754762400,2025-08-09 18:00:00,4528.635,4532.365,4515.545,4519.049
1754769600,2025-08-09 20:00:00,4519.044,4532.204,4482.408,4482.408
1754776800,2025-08-09 22:00:00,4482.404,4495.48,4474.692,4486.185
1754784000,2025-08-10 00:00:00,4486.183,4488.978,4461.548,4482.255
1754791200,2025-08-10 02:00:00,4482.247,4483.467,4465.543,4476.785
1754798400,2025-08-10 04:00:00,4476.777,4476.777,4444.823,4446.675
1754805600,2025-08-10 06:00:00,4446.665,4456.597,4425.103,4435.337
1754812800,2025-08-10 08:00:00,4435.334,4456.951,4433.635,4447.247
1754820000,2025-08-10 10:00:00,4447.243,4465.743,4432.342,4446.643
1754827200,2025-08-10 12:00:00,4446.633,4467.024,4433.345,4441.439
1754834400,2025-08-10 14:00:00,4441.419,4441.419,4424.479,4434.74
1754841600,2025-08-10 16:00:00,4434.736,4459.261,4425.875,4457.276
1754848800,2025-08-10 18:00:00,4457.268,4462.892,4433.213,4433.213
1754856000,2025-08-10 20:00:00,4433.21,4433.21,4409.501,4418.025
1754863200,2025-08-10 22:00:00,4418.007,4419.424,4382.035,4382.035
1754870400,2025-08-11 00:00:00,4382.034,4427.128,4373.54,4427.106
1754877600,2025-08-11 02:00:00,4427.088,4435.816,4413.185,4429.021
1754884800,2025-08-11 04:00:00,4429.011,4434.893,4409.105,4429.427
1754892000,2025-08-11 06:00:00,4429.418,4456.298,4420.879,4443.983
1754899200,2025-08-11 08:00:00,4443.96,4452.166,4430.518,4443.953
1754906400,2025-08-11 10:00:00,4443.936,4464.213,4435.72,4440.941
1754913600,2025-08-11 12:00:00,4440.934,4461.957,4427.376,4441.647
1754920800,2025-08-11 14:00:00,4441.637,4468.879,4431.958,4444.616
1754928000,2025-08-11 16:00:00,4444.605,4459.691,4437.984,4442.48
1754935200,2025-08-11 18:00:00,4442.475,4467.828,4441.452,4456.64
1754942400,2025-08-11 20:00:00,4456.638,4468.264,4452.432,4454.402
1754949600,2025-08-11 22:00:00,4454.393,4455.982,4422.263,4430.24
1754956800,2025-08-12 00:00:00,4430.236,4451.149,4421.927,4421.927
1754964000,2025-08-12 02:00:00,4421.918,4429.719,4398.646,4424.156
1754971200,2025-08-12 04:00:00,4424.141,4431.941,4413.884,4418.086
1754978400,2025-08-12 06:00:00,4418.08,4450.447,4416.358,4426.141
1754985600,2025-08-12 08:00:00,4426.14,4438.321,4413.008,4418.287
1754992800,2025-08-12 10:00:00,4418.273,4426.537,4401.11,4415.176
1755000000,2025-08-12 12:00:00,4415.161,4415.161,4382.765,4382.765
1755007200,2025-08-12 14:00:00,4382.757,4382.757,4359.81,4359.81
1755014400,2025-08-12 16:00:00,4359.797,4366.116,4331.904,4335.858
1755021600,2025-08-12 18:00:00,4335.857,4357.001,4318.357,4320.554
1755028800,2025-08-12 20:00:00,4320.554,4346.539,4319.229,4342.617
1755036000,2025-08-12 22:00:00,4342.617,4350.313,4332.145,4332.145
1755043200,2025-08-13 00:00:00,4332.141,4348.577,4325.473,4334.838
1755050400,2025-08-13 02:00:00,4334.827,4338.041,4317.034,4326.81
1755057600,2025-08-13 04:00:00,4326.802,4330.247,4312.054,4320.393
1755064800,2025-08-13 06:00:00,4320.374,4328.846,4307.201,4310.807
1755072000,2025-08-13 08:00:00,4310.806,4310.806,4285.334,4286.167
1755079200,2025-08-13 10:00:00,4286.161,4301.993,4277.291,4277.291
1755086400,2025-08-13 12:00:00,4277.289,4293.964,4275.44,4280.824
1755093600,2025-08-13 14:00:00,4280.818,4288.871,4271.699,4274.848
1755100800,2025-08-13 16:00:00,4274.831,4292.379,4267.827,4273.512
1755108000,2025-08-13 18:00:00,4273.5,4327.524,4263.16,4310.142
1755115200,2025-08-13 20:00:00,4310.138,4325.817,4299.555,4299.555
1755122400,2025-08-13 22:00:00,4299.554,4319.94,4281.391,4318.077
1755129600,2025-08-14 00:00:00,4318.068,4345.92,4312.13,4341.273
1755136800,2025-08-14 02:00:00,4341.273,4368.929,4335.369,4358.166
1755144000,2025-08-14 04:00:00,4358.159,4383.43,4342.883,4378.987
1755151200,2025-08-14 06:00:00,4378.979,4378.979,4347.052,4366.829
1755158400,2025-08-14 08:00:00,4366.823,4368.207,4348.785,4353.159
1755165600,2025-08-14 10:00:00,4353.151,4369.701,4346.063,4360.219
1755172800,2025-08-14 12:00:00,4360.219,4376.134,4352.416,4361.001
1755180000,2025-08-14 14:00:00,4360.997,4394.913,4358.944,4375.935
1755187200,2025-08-14 16:00:00,4375.933,4382.887,4362.298,4365.482
1755194400,2025-08-14 18:00:00,4365.455,4391.212,4362.604,4376.096
1755201600,2025-08-14 20:00:00,4376.094,4382.957,4367.212,4372.841
1755208800,2025-08-14 22:00:00,4372.83,4382.902,4356.664,4361.634
1755216000,2025-08-15 00:00:00,4361.629,4378.196,4358.054,4376.392
1755223200,2025-08-15 02:00:00,4376.376,4379.326,4352.449,4355.564
1755230400,2025-08-15 04:00:00,4355.555,4400.754,4347.649,4393.596
1755237600,2025-08-15 06:00:00,4393.588,4414.297,4389.15,4408.556
1755244800,2025-08-15 08:00:00,4408.541,4413.218,4395.158,4396.069
1755252000,2025-08-15 10:00:00,4396.064,4407.12,4381.909,4404.071
1755259200,2025-08-15 12:00:00,4404.071,4405.734,4381.401,4387.41
1755266400,2025-08-15 14:00:00,4387.401,4399.766,4379.293,4389.462
1755273600,2025-08-15 16:00:00,4389.452,4454.876,4386.836,4454.109
1755280800,2025-08-15 18:00:00,4454.101,4466.728,4424.534,4424.534
1755288000,2025-08-15 20:00:00,4424.534,4424.534,4387.421,4387.421
1755295200,2025-08-15 22:00:00,4387.414,4408.335,4386.777,4398.582
1755302400,2025-08-16 00:00:00,4398.565,4398.565,4373.119,4373.119
1755309600,2025-08-16 02:00:00,4373.111,4385.813,4354.872,4385.646
1755316800,2025-08-16 04:00:00,4385.63,4390.749,4357.017,4364.394
1755324000,2025-08-16 06:00:00,4364.369,4391.62,4364.084,4378.192
1755331200,2025-08-16 08:00:00,4378.189,4434.332,4376.901,4415.208
1755338400,2025-08-16 10:00:00,4415.188,4415.188,4385.38,4389.714
1755345600,2025-08-16 12:00:00,4389.713,4404.857,4383.997,4401.392
1755352800,2025-08-16 14:00:00,4401.373,4411.74,4384.214,4395.348
1755360000,2025-08-16 16:00:00,4395.343,4403.377,4374.999,4377.43
1755367200,2025-08-16 18:00:00,4377.416,4410.369,4375.654,4408.576
1755374400,2025-08-16 20:00:00,4408.567,4417.163,4391.428,4393.93
1755381600,2025-08-16 22:00:00,4393.925,4393.925,4360.869,4365.312
1755388800,2025-08-17 00:00:00,4365.308,4365.308,4335.955,4343.208
1755396000,2025-08-17 02:00:00,4343.182,4343.182,4321.336,4330.758
1755403200,2025-08-17 04:00:00,4330.751,4362.051,4330.046,4349.578
1755410400,2025-08-17 06:00:00,4349.572,4349.865,4333.031,4336.859
1755417600,2025-08-17 08:00:00,4336.841,4344.218,4316.384,4316.384
1755424800,2025-08-17 10:00:00,4316.375,4328.646,4305.276,4305.276
1755432000,2025-08-17 12:00:00,4305.263,4312.591,4291.781,4303.034
1755439200,2025-08-17 14:00:00,4303.019,4317.909,4295.538,4313.267
1755446400,2025-08-17 16:00:00,4313.255,4317.924,4299.366,4312.323
1755453600,2025-08-17 18:00:00,4312.292,4326.432,4296.415,4318.094
1755460800,2025-08-17 20:00:00,4318.077,4334.382,4311.909,4318.855
1755468000,2025-08-17 22:00:00,4318.855,4324.672,4304.951,4319.556
1755475200,2025-08-18 00:00:00,4319.553,4334.019,4314.711,4327.591
1755482400,2025-08-18 02:00:00,4327.575,4379.732,4321.934,4379.175
1755489600,2025-08-18 04:00:00,4379.165,4385.119,4355.963,4368.365
1755496800,2025-08-18 06:00:00,4368.363,4413.425,4349.327,4413.425
1755504000,2025-08-18 08:00:00,4413.414,4428.882,4394.667,4394.667
1755511200,2025-08-18 10:00:00,4394.659,4419.139,4390.401,4411.482
1755518400,2025-08-18 12:00:00,4411.469,4429.559,4393.645,4427.337
1755525600,2025-08-18 14:00:00,4427.329,4435.798,4410.723,4427.355
1755532800,2025-08-18 16:00:00,4427.35,4447.68,4416.45,4430.433
1755540000,2025-08-18 18:00:00,4430.432,4458.928,4413.043,4458.817
1755547200,2025-08-18 20:00:00,4458.81,4472.513,4451.617,4468.489
1755554400,2025-08-18 22:00:00,4468.483,4490.649,4453.401,4487.112
1755561600,2025-08-19 00:00:00,4487.103,4497.737,4463.63,4466.912
1755568800,2025-08-19 02:00:00,4466.908,4496.326,4464.523,4494.419
1755576000,2025-08-19 04:00:00,4494.402,4526.4,4478.648,4514.38
1755583200,2025-08-19 06:00:00,4514.353,4521.782,4486.25,4486.25
1755590400,2025-08-19 08:00:00,4486.235,4494.861,4469.746,4475.901
1755597600,2025-08-19 10:00:00,4475.881,4489.334,4455.245,4484.013
1755604800,2025-08-19 12:00:00,4484.011,4485.313,4463.059,4472.706
1755612000,2025-08-19 14:00:00,4472.696,4487.46,4466.721,4486.104
1755619200,2025-08-19 16:00:00,4486.099,4508.039,4481.792,4501.557
1755626400,2025-08-19 18:00:00,4501.547,4511.446,4490.97,4490.97
1755633600,2025-08-19 20:00:00,4490.968,4497.628,4476.97,4478.792
1755640800,2025-08-19 22:00:00,4478.792,4500.512,4469.881,4491.179
1755648000,2025-08-20 00:00:00,4491.174,4493.635,4468.748,4470.984
1755655200,2025-08-20 02:00:00,4470.981,4470.981,4436.185,4459.116
1755662400,2025-08-20 04:00:00,4459.106,4459.106,4418.869,4419.639
1755669600,2025-08-20 06:00:00,4419.628,4428.799,4408.07,4408.07
1755676800,2025-08-20 08:00:00,4408.066,4414.188,4387.693,4387.693
1755684000,2025-08-20 10:00:00,4387.677,4398.858,4373.822,4376.957
1755691200,2025-08-20 12:00:00,4376.954,4376.954,4358.498,4367.135
1755698400,2025-08-20 14:00:00,4367.121,4374.398,4358.24,4364.015
1755705600,2025-08-20 16:00:00,4364.001,4368.9,4339.74,4340.975
1755712800,2025-08-20 18:00:00,4340.97,4343.035,4321.702,4338.239
1755720000,2025-08-20 20:00:00,4338.222,4350.927,4324.488,4324.488
1755727200,2025-08-20 22:00:00,4324.488,4332.596,4312.054,4312.054
